species,smiles,isotopically substituted?,source,notes,N,logN,Predict,Exact,mol2vec,UMAP Dimension 1,UMAP Dimension 2,BR Prediction Error,sd
CO,[C-]#[O+],n,Drozdovskaya (19),,1.00E+20,20,Y,Y,"[0.49470816208709645, -21.844854305700135, -26.993610040485976, 20.013212468434915, 2.314786382176439, -2.9996537055260806, 4.4172829929189135, -1.3960203029605673, 2.888905729041598, 0.8484146849522683, 0.9578445819165583, -0.5930606860330324, 3.197188901032305, 1.2247704773028478, -4.252312347099934, 0.4761524269988831, -0.5868327435446039, 1.3284289672998586, 0.6117233283720114, 0.6108201253888603, -0.9481911745934782, 2.0128834521679235, 0.9513035709767249, 1.6130917049466202, 1.5323345003315587, -0.22915487087626724, 0.2282757013255829, 0.5046405177902805, 1.5835477990927562, 0.501751322300395, -0.08880438501490305, 1.2462213595652214, -0.4056803682905805, -1.0099123530626846, -0.0020630535123508744, 0.10027957986432996, -0.1976037387799976, 2.686632343391045, 1.5001821588480495, 0.492049271849699, 2.3443859177419792, -0.35835264248393656, 1.3507577391263452, -0.31880782756690124, -0.7498625189524959, -0.24287831362718376, -0.457606444960848, -1.1000375057601155, 0.0700305688621314, -2.436498667287329, -1.5936029197053665, 0.22449508408834132, 0.11362906626543987, 1.6824737218092285, -0.7462298252447129, 0.44667961610785284, 1.1416141751318234, 0.9027672094248376, -0.3666833776055507, 2.944911639946992, 1.1201011817206492, 1.4680779506803034, 0.1276372244322651, 1.3050019679532558, -1.3867316448750109, -1.3882521153392249, -2.35703252934601, 0.016531017987774673, 0.8184461980984397, 3.164078216290049, 2.003444523332266, 0.25802211801328334, 0.24428145609056962, -0.6398298999670297, -0.057030438487050104, -2.1424458577009267, 2.1691304356940253, 1.2347825870856104, 0.46739669591841904, -2.361955154788852, 0.5864449492991587, -0.5242255418142573, 2.7321775959046355, 1.3869944737169537, 0.9996022042528456, 0.6373792100243463, -0.027486456937767266, -0.6879836938570415, 2.311186397555317, 0.9572449683439659, 0.14795949204752973, -1.0555101176974904, 1.1248063154180132, 1.749840821354234, -0.42812848850490687, -1.1062574448611102, -0.3686145437994212, 1.0436007985219502, 0.20718416003964907, -0.8914062567611467, 0.5850870534327646, 1.1056806868102034, -1.4109779872988935, -0.8997275399173915, -0.992704962182414, -0.26702142839235954, -1.1482002348034526, 0.7258220494158778, -3.1748181798575716, -0.7425419471014759, 0.8661979451084485, -0.6590297571070389, 0.3023050916950338, -0.2592231897585056, 1.4225440398794125, -0.5613944327917998, 0.9458955016636631, 0.9543887155263834, 0.11609028363089394, 0.2566113977690787, -1.4008780439888346, -1.3952245450890928, -0.2470688623855855, -0.4830996028684392, -0.5731158412977991, -0.6990139078461131, -0.18109087422569184, 0.7463781644551929, -0.141003134875478, 0.7528411467733651, -1.6491059050776415, 0.5246573335095062, 0.17545570115954554, 0.4419812600251138, 0.6199611600939444, 0.2821855913612949, -0.5284734200200704, 0.2334594759694999, -0.0599794389948214, 0.33337187076597047, 0.6559086146189094, 0.006073841588721186, -0.20808829794186673, -1.402336419284769, 0.41773893465071976, 0.24913354194554227, -0.4086070719777239, -1.0098541349886567, -0.40058385481465736, 0.5070066142248998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1.6399186,4.051816,0.231916519,0.648747703
C(17O),[C-]#[17O+],y,Drozdovskaya (19),,5.00E+16,16.69897,Y,Y,"[0.49470816208709645, -21.844854305700135, -26.993610040485976, 20.013212468434915, 2.314786382176439, -2.9996537055260806, 4.4172829929189135, -1.3960203029605673, 2.888905729041598, 0.8484146849522683, 0.9578445819165583, -0.5930606860330324, 3.197188901032305, 1.2247704773028478, -4.252312347099934, 0.4761524269988831, -0.5868327435446039, 1.3284289672998586, 0.6117233283720114, 0.6108201253888603, -0.9481911745934782, 2.0128834521679235, 0.9513035709767249, 1.6130917049466202, 1.5323345003315587, -0.22915487087626724, 0.2282757013255829, 0.5046405177902805, 1.5835477990927562, 0.501751322300395, -0.08880438501490305, 1.2462213595652214, -0.4056803682905805, -1.0099123530626846, -0.0020630535123508744, 0.10027957986432996, -0.1976037387799976, 2.686632343391045, 1.5001821588480495, 0.492049271849699, 2.3443859177419792, -0.35835264248393656, 1.3507577391263452, -0.31880782756690124, -0.7498625189524959, -0.24287831362718376, -0.457606444960848, -1.1000375057601155, 0.0700305688621314, -2.436498667287329, -1.5936029197053665, 0.22449508408834132, 0.11362906626543987, 1.6824737218092285, -0.7462298252447129, 0.44667961610785284, 1.1416141751318234, 0.9027672094248376, -0.3666833776055507, 2.944911639946992, 1.1201011817206492, 1.4680779506803034, 0.1276372244322651, 1.3050019679532558, -1.3867316448750109, -1.3882521153392249, -2.35703252934601, 0.016531017987774673, 0.8184461980984397, 3.164078216290049, 2.003444523332266, 0.25802211801328334, 0.24428145609056962, -0.6398298999670297, -0.057030438487050104, -2.1424458577009267, 2.1691304356940253, 1.2347825870856104, 0.46739669591841904, -2.361955154788852, 0.5864449492991587, -0.5242255418142573, 2.7321775959046355, 1.3869944737169537, 0.9996022042528456, 0.6373792100243463, -0.027486456937767266, -0.6879836938570415, 2.311186397555317, 0.9572449683439659, 0.14795949204752973, -1.0555101176974904, 1.1248063154180132, 1.749840821354234, -0.42812848850490687, -1.1062574448611102, -0.3686145437994212, 1.0436007985219502, 0.20718416003964907, -0.8914062567611467, 0.5850870534327646, 1.1056806868102034, -1.4109779872988935, -0.8997275399173915, -0.992704962182414, -0.26702142839235954, -1.1482002348034526, 0.7258220494158778, -3.1748181798575716, -0.7425419471014759, 0.8661979451084485, -0.6590297571070389, 0.3023050916950338, -0.2592231897585056, 1.4225440398794125, -0.5613944327917998, 0.9458955016636631, 0.9543887155263834, 0.11609028363089394, 0.2566113977690787, -1.4008780439888346, -1.3952245450890928, -0.2470688623855855, -0.4830996028684392, -0.5731158412977991, -0.6990139078461131, -0.18109087422569184, 0.7463781644551929, -0.141003134875478, 0.7528411467733651, -1.6491059050776415, 0.5246573335095062, 0.17545570115954554, 0.4419812600251138, 0.6199611600939444, 0.2821855913612949, -0.5284734200200704, 0.2334594759694999, -0.0599794389948214, 0.33337187076597047, 0.6559086146189094, 0.006073841588721186, -0.20808829794186673, -1.402336419284769, 0.41773893465071976, 0.24913354194554227, -0.4086070719777239, -1.0098541349886567, -0.40058385481465736, 0.5070066142248998, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1.8101935,3.7835972,0.219975734,0.57500999
CH3OH,CO,n,Jorgensen et al. (16/18),,1.00E+19,19,Y,Y,"[-0.17151491866338786, -20.579259469424635, -27.574584833807293, 14.11566795452429, 3.3041438088776496, -3.7583841770810857, 3.6970164430746135, -2.3716424920174624, 5.300818797222653, -0.23412050972691273, 0.5385708691344255, -0.5951408505749294, 3.0164486749556336, 2.208256118208399, -3.6404903186755466, 1.0014237939767996, -1.463779031904592, -0.2742472933947256, 3.524529542474464, 0.3792563400134741, -1.4503717835398613, 2.7384528450632093, 0.7499875144755201, 1.8583854069743821, -0.514827231681891, 1.2489288694722238, 0.30124524973056926, 0.6189514925863807, 2.920893386430456, -0.754000312527923, -1.0875031166694962, -0.9405050729059713, 0.300721932121973, -0.12637365736199915, 0.6797594487737072, -1.001416948400947, 0.03563178568375998, -0.2629915633280707, 0.6505964145708023, 0.4537751469881697, 0.263716781263432, -0.5170721728872801, -0.4254901981663616, 0.18918772403935818, 0.22365872175263915, -0.35780283485897263, 0.9183515318836046, -0.8096366301473746, -0.10682640014816998, -0.8031634079211305, -0.06551525926445853, 0.19683306485456947, 0.015186034303215884, 0.4599846894152853, -0.2645003142239423, 0.2912526901828961, 0.27097268232819227, 0.41874774410171745, -0.12546263453333842, 0.018993988894952917, 0.0816544441857457, 0.0886627532343391, -0.11803725348916784, -0.09503166060637847, -0.308410301694226, 0.05089306689339448, -0.3465695268528364, 0.10079483009166973, 0.43747347706218714, -0.09235138846169386, -0.1656358354094933, 0.26300591796482753, 0.181823412781297, -0.6466871123834382, -0.3157891316502969, -0.11953647945906273, 0.4006457209563253, -0.10424163889105424, -0.10136297794003116, -0.030382391856772974, 0.09994022184796886, -0.0423419298947948, 0.20880438562456652, 0.10947822317345765, 0.0464868479208528, 0.33305008042067374, -0.5520410104334661, -0.08241687715034947, 0.44680214334122365, -0.48510397611630535, -0.4370259463091933, -0.46212096232333444, -0.2306175030683505, 0.08126538033448215, 0.41593129583585375, -0.04021662743230427, 0.3757984321865704, -0.26711794283068613, -0.39416370207261625, 0.0756481450564292, 0.17470011007393155, 0.40662990219561373, 0.12454352633376287, -0.31647413867060786, 0.11091879052115086, -0.25245208034540795, 0.11815403328474128, -0.2164335206115395, 0.1689473021882737, 0.020643224525184332, 0.14433444099496387, -0.059708785138188177, 0.3553612270216108, -0.2846872859113579, -0.01194886382206509, -0.09010293175030563, 0.02503580425512663, 0.4251167681879114, 0.12071463700741991, -0.09224294757818631, -0.1459138278651595, 0.09520533546320106, -0.02448392333795044, -0.22847319110229716, 0.061103193071833914, 0.1374110731928702, -0.006304895335523009, -0.4408775975866318, 0.12941962111098693, -0.3205606165568908, 0.1672915488455052, 0.2219397326545984, -0.20895704943446294, 0.547517003540373, 0.2736627398722119, 0.05529914589833106, -0.2951341846202211, 0.0588113268761358, 0.03746117599822252, -0.06218474260166174, 0.012695286929557662, 0.24864591500218844, -0.0721617104696027, -0.4097705163407098, -0.035394744988519106, -0.03256603986458669, -0.05071686760724631, 0.19945007865065956, 0.35017111011427415, 0.18815029081539442, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.50261545,5.097407,0.010218982,0.51399161
H2CO,C=O,n,Persson et al. (18),,1.90E+18,18.28,Y,Y,"[-0.18151520443778593, -22.155688465608897, -27.491403698709327, 14.61482716128013, 1.266082066869149, -2.3741958548926343, 4.8568976972271845, -1.8227757970249845, 3.763077691008361, -0.014338774598046715, 1.9816363611790984, -0.40472938817787374, 2.7356334739102843, 1.322428268645149, -2.2515593217287204, 0.817562202868271, -1.8268966780835751, -0.16846998235734595, 3.148778179919748, -0.1553669644078907, -1.4276203424359337, 4.04205356269383, 1.3849211558675258, 2.150987755631812, -0.3640423146385586, 1.4519486601004945, -1.0221552415636839, 0.3003324882513204, 1.425504212403118, -0.47711673233599233, -1.0674633286933548, -0.29366237133113465, -0.04075944120694305, -0.2476841603456924, 0.44068684112702666, -1.3265938348542083, -1.3433769685247319, 0.930213546794952, 1.8536702489766834, 0.5764400447801954, 0.9445794237748589, -0.8400322798839939, -0.6655487070612199, 0.22837512558069567, -0.3962876766275287, -0.17891450939707632, 1.4041907182403366, -1.0729074044491365, -0.27919349768477797, -0.5703214760368435, 0.10089696296035028, 0.5790621093837238, 0.19090282257383973, 0.30907704887658877, -0.3735451939556817, 0.5705579976628518, 0.422960300559344, 0.29578580650698266, 0.30982147246378955, -0.16040095974238527, 0.6122883690007354, -0.348751960136835, -0.38745813893765085, 0.3409798907293628, 0.00441574360754919, -0.006538935130246708, -0.25177879246185897, 0.04578635034672267, 0.6465350892949255, -0.001622988570295441, 0.008688230296028915, -0.013034430130299637, 0.21541145195681938, -0.2904089604742028, 0.0854713808587428, -0.0524705282782549, 0.9828763104666787, 0.17272402844775692, -0.4918180886544035, -0.4149924099566335, 0.16429786954590916, -0.18892751769693822, 0.006766770855959098, -0.1291245778629822, -0.06811368394161921, 0.11248070503090735, -0.27378204272717843, 0.1577672347271164, 0.6401965526743268, -0.7168131058712597, -0.5929677459280649, -0.7364712913167499, -0.40641879335541575, 0.07657060782429718, 0.14159296263271576, -0.12576373106422892, 0.17156380547466205, 0.07464058108698614, 0.12201186530744534, -0.08474833339207162, 0.45053390328056153, -0.09725316444518405, 0.376745321228743, -0.27155030716704365, 0.11128267461265183, 0.06722101907135071, 0.0816850699225823, -0.08187806299592192, 0.0826477900083326, -0.4013930469038557, 0.10014251725303656, -0.40418188946937283, 0.23307900475780655, 0.327000291505563, 0.3083088505493515, -0.1826300818840555, -0.347547350422859, 0.11036905534590222, 0.5542579735475769, -0.00787064875756283, 0.16583833596599828, -0.2545414864284758, -0.3905285794714817, -0.5234833583605127, -0.021687163653826776, 0.16771464557005725, 0.14125905468245042, -0.39001837382944526, 0.20574441101868374, 0.1268650835142291, 0.5380532924862086, 0.823017823389419, 0.3421087678681907, 0.13967182907360684, -0.0233412885311735, 0.21487768934063048, -0.5595172209597764, 0.1675875292258331, -0.016542445239123738, 0.0995639930055925, -0.12879789459623311, 0.3502657268388678, 0.16100149087847038, -0.24424629503575052, -0.37039873834172143, -0.2465442708186401, -0.18108845866037238, 0.12625916161727338, -0.08791936484422584, 0.047464101855325305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-2.300481,3.112047,0.260562607,0.539507517
CH3CH2OH,CCO,n,Jorgensen et al. (18),,2.30E+17,17.36,Y,Y,"[-2.3981429297281665, -17.243270399740524, -22.22545374371145, 10.442769500548819, 4.215689464561512, -4.353593472363362, 4.872295915091835, -1.3158671420923094, 3.5931728703377828, -1.4242243158557446, -0.8237495848028702, -0.8423412266945632, 3.3031254547327467, 1.5671877901987779, -3.1070106430243447, 1.4338440017174126, -1.2404227232822878, -0.2983124659173421, 4.0353305176154075, 0.6455377365320195, -1.855315474416323, 1.9143537403444075, 0.7031665262953125, 1.2591299232248325, -0.37000162374778095, 1.0526742642950602, 0.26839559886935765, 0.5702699786785107, 3.0002625812759227, -0.37035501848116853, -0.9883244141220741, -0.3470555204554754, -0.3827652989486913, 0.36246721104915836, 0.29405858035868204, -1.327050870855057, 0.1701464259939322, -0.5927608397849328, -0.26690964408877493, 0.094796526509627, 0.25393085710333374, -0.10829451048786091, -1.0700440787971608, 0.4166717099402967, -1.751191999342738, -0.9435602177267558, 0.7879404845933444, -0.21541499278223353, -0.4957133470334993, -0.7027042090379586, 0.0005977065289336633, -0.43050690827701044, -0.1688130201626328, 0.3770587682162164, -0.26240627759880364, 0.11463672339954945, 0.03039498467493652, 0.5918477152277264, 0.1383979540887751, 0.018242630836751924, -0.07142096743996235, -0.19901565990722322, -0.2575265303456953, 0.06121008900465953, -0.5525465954909298, 0.21661157444336587, -0.12518290014879563, 0.5489909271338976, 0.4671093307913958, -0.019949919193750516, -0.3541259169762746, 0.24631694860394987, 0.4379464757431004, -0.3615670386774939, 0.13397901930178632, 0.020986328990462978, 0.027086105935353988, -0.7500014275789944, 0.250748516572938, 0.18267401768800165, 0.06996660705221285, 0.19500774349120711, -0.30596912953478445, 0.8735700056200434, 0.27264664586899195, 0.8941694687736423, -0.5418748964840643, 0.3824461343983914, 0.9754262698340493, -0.08559947681727272, 0.08016768056211908, -0.23012408248471927, -0.23242498156616276, -0.31713614124363276, 0.4828794404467837, -0.2490818127654546, 0.1929725445480367, -0.29952568048642614, -0.03607273838527253, 0.20524468942900867, 0.22391469963967203, 0.13986401542403515, 0.0338668135582522, -0.10554784534832012, -0.026081239295573006, -0.26972737148347775, 0.03287688035740141, -0.3232789517241796, 0.5053321734595884, -0.03994903790625046, -0.27072389467030383, -0.21823762179662257, -0.13910105872147155, 0.25625125448676195, 0.3394474909871142, -0.09120729569930361, 0.24914763180049762, 0.41574022018003787, 0.6824443494035816, -0.3399430574935633, -0.1324931754386076, -0.10842231554694769, 0.059962634604376897, -0.08770981093059028, 0.057171244935923814, 0.01682175390972989, 0.17044567763723145, -0.25491101528170984, 0.08039789952606871, -0.11659263962869768, -0.134094136233362, 0.024521587818000193, 0.01469802507411795, 0.00341592444141168, 0.15877020438205608, -0.409550807518011, -0.11289140492957606, 0.020532426912110557, 0.07648705764290815, -0.15610350170655896, -0.3819988067227254, 0.007039623094732432, -0.04624116518524751, -0.35698049895537537, 0.024549492139644115, -0.1914267986899275, 0.056883372986461574, 0.16648423764291181, 0.30444215442080635, 0.027417999989122987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5356731,6.5120935,0.245122775,0.558967317
CH3OCH3,COC,n,Jorgensen et al. (18),,2.40E+17,17.38,Y,Y,"[-2.0809638351507793, -17.877942149838493, -22.0914674290243, 10.364819585120813, 3.0140977979187387, -4.398389252394925, 1.27314468603141, -1.4802734002588451, 5.372865636935661, -0.9485483310387189, 0.462643496300425, 0.8713465198709632, 0.7835468193450917, 5.217067645471937, -2.3753952321287284, 1.7940266423075506, -3.295348801638715, 2.3701004945829798, 2.1078336327368765, 0.2075785956591165, -0.07086259303842762, 5.222634126708135, -0.6751981318362849, 1.3145111402187677, -1.996123987529639, 2.1221630495307156, 1.1544513312851226, 1.6292066674992256, 1.910531639367416, -1.1415126476034365, -0.8709294120071535, -0.9329641477582328, -0.4836790143830655, -1.1079948532041088, 1.375530808237758, -0.7447744723100118, 0.3078474209786961, -0.29445636261430247, 0.5075313995637569, 0.0011005317147758649, -0.04093706837471257, -0.26463467742488844, 0.08775410644041538, 0.24041733524857625, 0.4823300163538434, -1.3445977388835544, 0.31321938590599485, -0.9047421303947999, 0.1491264631954881, -1.0252688772189427, -0.11615669394710026, -0.6605913645954782, -1.1870716269196995, -0.36058289417900263, 0.19560640765812795, -0.04561857542259123, 0.4181786707903497, 1.3939953718377855, -0.6568193338235684, -0.12716116150957124, -0.007119629533714992, 0.13788272063551804, -0.15362735661623972, -0.1911859951415675, 0.2096623904455991, -0.45745285235172783, 1.1626353971530436, 0.47901387435728704, -0.4183278060624401, 0.0635497014874367, -1.0564951103233922, 0.6014147325087, 0.3271616511473063, 0.03780421939066062, -0.1698027758702808, -0.6231818905843833, 1.8944025635972919, -0.36814856632148135, 0.5411415067444569, -0.24672773990990587, -0.28789613213099824, -0.10743966762522543, 0.7257958658808109, -0.746520598012839, 0.16385406190850205, 0.23247109054747414, -0.833670004004, -0.039470623669651934, 0.5649026724335922, 0.29154227605699345, -0.3051560789656957, -0.1256803477487823, -0.28528730615449205, -0.061102140195038054, 0.5228327253056417, 0.04776205370365408, -0.21590922933517875, -0.4258556555640269, -0.5304893721880392, 0.36050824600987724, 0.31226607597350936, 0.43600023963607154, 0.5003020920048055, -0.08240975263551568, 0.3693024003256248, -0.18619096565286933, 0.04573032995736329, -0.29828897394262416, 0.0795066732227774, -0.01613420267139773, 0.41676238540904864, -0.09847064591967689, 0.1539308627683684, -0.07566362444409229, 0.39634654344561315, -0.20861952903517067, 0.13382724438264645, 0.023345672436876738, -0.016611484653411595, -0.06072125028929114, -0.23917353534459482, 0.3616306016032269, -0.060705913613129076, -0.20258366808217976, 0.31647765650356013, 0.10417508123228986, 0.30569340128801253, -0.2923037688462703, -0.3168850096100761, 0.02175047490674464, 0.08349340286485323, 0.3772737485594991, 0.2690200981847347, -0.0011504855257669414, -0.2504739661757686, 0.20244198964832433, -0.20750295579240927, 0.305621827020838, 0.014222775466439809, 0.2126317303160855, -0.022631518585857383, 0.4843094223012287, -0.09677601284472613, -0.3427515709687027, 0.20629660795509228, 0.3466694649180235, -0.05900763518330962, -0.12408512130826456, 0.3193832385448805, 0.11702222802025523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.14420438,6.8573537,0.174911119,0.560034413
HCOOCH3,COC=O,n,Jorgensen et al. (18),,2.60E+17,17.41,Y,Y,"[-2.8906553851047763, -15.840985635643662, -19.833827861421902, 9.448901451708519, -1.489578802908062, -3.713365070127766, 0.17893852420738057, 1.0938998910690572, 2.5122964117768323, -1.239863496244414, 2.5822597082465175, -1.6615495818980839, 3.2827612919776934, 3.9624726011257185, -1.3932544938934799, 0.37326455619129006, -1.678523125363883, 2.5503798843764507, 2.017733300895755, 0.04948541206648916, -0.1181614342045283, 5.791141665585066, -1.5528655778123917, 1.6358288098625384, -2.8090108912429335, 2.5680352903510997, 1.6052643780827147, 2.108418852770805, 1.9244115510935673, -0.9938080783528569, -0.6829847285278707, -1.3993007375909274, 0.6322339044582583, -0.6791042906511326, -0.33848857378661634, -0.3078582687169522, 0.4673228678087269, -0.03276657457746499, 0.1930250936227835, -1.4155265545870777, -0.024231424818549396, -0.8523121459265854, 0.014665287163097505, -0.05368929844657744, -0.17266664687223843, -1.4506853787530056, -0.08009575273978924, -0.62754831233311, -0.2864801675170979, -0.859364644674121, 0.7629214463872341, 0.3886165438143546, -0.5772056687358985, -0.8417969407098599, 0.4666404575504381, 0.3993461335944566, 0.7362415475134279, 1.0574849757115916, -0.2606227457981104, 0.15537858247791883, 1.100783647581324, 0.3129382762107804, -0.478823207118353, 0.10206977335313029, -0.5297464326297616, 0.8756533954592203, -0.16551820998555414, -0.24518788449540055, 0.18869298496798678, 0.060579229623615075, -0.5347878650224674, 0.24081193150141741, 0.17865588151979248, 0.4041247461793623, -0.5918165040726692, 0.7728355133281121, 1.952031385302177, 0.12793630317743457, 0.2652380441561289, -0.12548780990124037, -0.18236955001414112, 0.25282758203692773, -0.5484879654221666, -0.3889999988854202, 0.8122079484539225, 0.4466115017766526, -0.4522332663474741, -0.5506945391106919, 0.04751451571994535, 0.800861617883671, -0.14861744323387557, 0.09673887704392481, -0.4527325499467119, -0.6826968867793314, 0.383712222683107, 0.14697279351655157, -0.10544364190919128, 0.15203980178512003, -0.8736975453859497, 0.8608031842290166, 0.30374109053589254, 0.37545527960180103, 0.19603099213904557, -0.29520742250574555, -0.5006381153759153, -0.2510176136445888, -0.0010373256741046874, -0.32987604250655167, -0.8017994840434447, -0.5644150591003472, -0.12745701373024865, 0.5761727854591766, 0.7829495122666109, -0.1087743821624317, -0.13042050599305932, 0.022925545094101586, -0.4793936508684347, -0.5953124572861779, -0.037996733730253356, 0.036150367927935655, -0.18502126636478558, 0.4133847565079434, 0.1579608282317344, -0.10586858220034129, -0.4557254949481796, 0.2737542306683093, -0.07396182461229218, -0.5164760561204581, 0.14449884354860532, -0.32555003620166245, -0.9200798284918286, -0.12863786867340335, -0.4284478665271218, -0.1621155972938377, -0.36541494682756515, 0.4015421402405619, -0.16996848437334955, 0.06883760228408085, 0.2287363642715927, 0.058321921972537286, 0.02144369951809327, 0.5379667339811982, 0.25001049314122276, -0.4235305210121866, 0.21141926594503763, 0.11426486909516652, -0.015150298802644409, -0.28105185381557934, 0.11613679271198525, -0.0024006008287190614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08856576,7.767371,0.255159542,0.544742529
CH2OHCHO,O=CCO,n,Jorgensen et al. (16),,3.20E+16,16.51,Y,Y,"[-3.516145744057891, -14.916556385345663, -19.466964513883884, 8.476860747438254, -0.7710196692113106, -2.905899614621081, 3.5308778863644856, 1.188834478449569, 0.5220016528737959, -1.3248679403941166, 1.6489157779875496, -3.6206271857309313, 6.497655846516388, -0.034145563266920025, -2.1953167666627604, 0.1855153579417355, 0.0067254128218834485, -0.3240563081098216, 4.035945529823204, 0.48435808604361125, -1.905066604859957, 3.024766295045285, 0.3492103421237142, 2.0139631363179267, -1.0441253894924745, 1.9822647779806268, 0.6909479673454898, 1.192859566179192, 2.829305401820314, -1.5960288858452931, -1.0884896330099953, -1.3088912549884497, 0.6778431531966849, -0.3317529904929265, -0.5868386372758048, -0.41754544519977893, 0.47157649040655336, -0.6613691027147519, -0.001264197862523164, -0.5879511958153569, 0.07993001929746202, -0.9181482470767562, -0.340376082524863, 0.1471862905389384, 0.3640154465681238, -1.5057193238766486, -0.5087024291428887, -0.3395105024720089, 0.03872711666691143, -0.5157651668059078, 0.23291563551363337, 0.29503870014726563, -0.501403965319812, -1.3529164648708816, 0.21418349109649196, 0.4336300037956664, 0.26845313312287017, 1.3131881350469015, 0.08603587078318028, 0.3677798869312051, 1.5226768433217805, -1.0787118414214356, -0.5682616979911407, 0.5259355603489172, -1.0104638702455526, 0.8242350664938416, -0.6677805913773417, 0.31630607365252517, 0.602350125564308, -0.18884069850708918, -0.08131280150483022, 0.3295518567935962, 0.20550136956629578, 0.24340374349331198, -0.037460630982818585, 0.37838696963504526, 0.3551733365459755, -1.1124661060918257, -0.11937786981072458, 0.01815465231458114, -0.4139342964683647, 0.2893971751892365, -0.8985910675047145, 0.8999043055595574, 0.45378583097627284, 0.6911733074355726, -0.04423936861049097, 0.35245040619729817, 0.011612229687785606, 0.6083291152104765, 0.1085265500190579, 0.48236432683951147, -0.2548241773097285, 0.5577980026293254, 0.030243551096787166, -0.06848693508553193, -0.01983997919398039, 0.3487298574050162, -0.614216980665915, -0.12846675982337266, 0.7768664141328192, 0.34209447658198144, -0.12187120674262358, -0.3158910861409543, -0.5548710783614261, 0.12693505163599175, -0.6423937492288204, 0.1400268037429699, 0.6157807195445019, -0.27733738256160534, -0.15665281133842987, 0.059615357318348106, 0.5735506837736913, 0.7278806460147487, 0.2524262317202531, 0.09276362169477276, -0.39605276139099466, -0.4325062854914115, 0.5751235616615714, 0.27649788319085095, -0.10337693621631831, 0.01836936182662384, 0.8779932034136434, -0.1374067309056346, -0.7585356438340063, -0.19071131812371542, 1.0021850293722834, 0.2472422482724816, -0.2960235565045118, -0.38174241165147454, 0.4254192539512308, -0.09859302831270327, 0.3851625692998592, -0.2319401196666604, 0.12720985116869452, 0.19751535407430165, 0.18183398814281082, 0.28379926743829487, 0.4265439145177884, -0.45780364221214465, -0.04904145370241971, 0.11059797135037071, 0.220097483019464, -0.2783360574565709, -0.15405807868317403, 0.05914349672618886, -0.3851308296390626, -0.3587917842578932, -0.5524992021201202, -0.008569084795504353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.66717046,8.601295,0.118277678,0.541712768
